# Escherichia_coli
CDOECKAM_00001	K00633
FAMJLNOG_02610	K11719
FAMJLNOG_02611	K09774
FAMJLNOG_02612	K06861
FAMJLNOG_02613	K03092
FAMJLNOG_02614	K05808
FAMJLNOG_02615	K02806
FAMJLNOG_02616	K06958
FAMJLNOG_02617	K08485
FAMJLNOG_02618	K06140
FAMJLNOG_02619	K03592
FAMJLNOG_02623	K03568
FAMJLNOG_02624	K08590
FAMJLNOG_02626	K08301
FAMJLNOG_02627	K06287
FAMJLNOG_02628	K03571
FAMJLNOG_02629	K03570
FAMJLNOG_02630	K03569
FAMJLNOG_02631	K19745
FAMJLNOG_02632	K03786
FAMJLNOG_02633	K02160
FAMJLNOG_02634	K01961
FAMJLNOG_02636	K14392
FAMJLNOG_02637	K02687
FAMJLNOG_02639	K03557
FAMJLNOG_02641	K03449
FAMJLNOG_02642	K01126
FAMJLNOG_02643	K05813
FAMJLNOG_02644	K05814
FAMJLNOG_02645	K17236
FAMJLNOG_02646	K05816
FAMJLNOG_02647	K07387
FAMJLNOG_02651	K00865
FAMJLNOG_02652	K03089
FAMJLNOG_02653	K09811
FAMJLNOG_02654	K09811
FAMJLNOG_02655	K09812
FAMJLNOG_02656	K03110
FAMJLNOG_02657	K03310
FAMJLNOG_02658	K11066
FAMJLNOG_02659	K03311
FAMJLNOG_02661	K13631
FAMJLNOG_02662	K11732
FAMJLNOG_02663	K12973
FAMJLNOG_02665	K00941
FAMJLNOG_02666	K11645
FAMJLNOG_02668	K08303
FAMJLNOG_02669	K07664
FAMJLNOG_02670	K07642
FAMJLNOG_02671	K07789
FAMJLNOG_02672	K07788
FAMJLNOG_02673	K07799
FAMJLNOG_02675	K11932
FAMJLNOG_02677	K11932
FAMJLNOG_02678	K17758
FAMJLNOG_02678	K17759
FAMJLNOG_02681	K01698
FAMJLNOG_02683	K01485
FAMJLNOG_02684	K10974
FAMJLNOG_02685	K00108
FAMJLNOG_02686	K00130
FAMJLNOG_02687	K02167
FAMJLNOG_02688	K02168
FAMJLNOG_02689	K00817
FAMJLNOG_02690	K07355
FAMJLNOG_02691	K07356
FAMJLNOG_02692	K07354
FAMJLNOG_02693	K07353
FAMJLNOG_02694	K07345
FAMJLNOG_02695	K07345
FAMJLNOG_02698	K07345
FAMJLNOG_02699	K07353
FAMJLNOG_02700	K07347
FAMJLNOG_02703	K01048
FAMJLNOG_02704	K03654
FAMJLNOG_02705	K01058
FAMJLNOG_02709	K03657
FAMJLNOG_02710	K20862
FAMJLNOG_02713	K01778
FAMJLNOG_02716	K05851
FAMJLNOG_02719	K03704
FAMJLNOG_02720	K04081
FAMJLNOG_02723	K19267
FAMJLNOG_02725	K00876
FAMJLNOG_02740	K01265
FAMJLNOG_02763	K03837
FAMJLNOG_02764	K01752
FAMJLNOG_02765	K01938
FAMJLNOG_02766	K07258
FAMJLNOG_02767	K00799
FAMJLNOG_02769	K00765
FAMJLNOG_02770	K00013
FAMJLNOG_02771	K00817
FAMJLNOG_02772	K01089
FAMJLNOG_02773	K02501
FAMJLNOG_02774	K01814
FAMJLNOG_02775	K02500
FAMJLNOG_02776	K01496
FAMJLNOG_02777	K13954
FAMJLNOG_02779	K00033
FAMJLNOG_02780	K06222
FAMJLNOG_02781	K16135
FAMJLNOG_02782	K18997
FAMJLNOG_02783	K05516
FAMJLNOG_02784	K16868
FAMJLNOG_02787	K19113
FAMJLNOG_02789	K11179
FAMJLNOG_02790	K01512
FAMJLNOG_02791	K11940
FAMJLNOG_02793	K01734
FAMJLNOG_02794	K03658
FAMJLNOG_02796	K07343
FAMJLNOG_02797	K13053
FAMJLNOG_02798	K03286
FAMJLNOG_02799	K09911
FAMJLNOG_02800	K01338
FAMJLNOG_02801	K01716
FAMJLNOG_02802	K03812
FAMJLNOG_02805	K02556
FAMJLNOG_02806	K02557
FAMJLNOG_02807	K03407
FAMJLNOG_02808	K03408
FAMJLNOG_02809	K05874
FAMJLNOG_02810	K05874
FAMJLNOG_02811	K00575
FAMJLNOG_02812	K03412
FAMJLNOG_02813	K03413
FAMJLNOG_02815	K02401
FAMJLNOG_02816	K02400
FAMJLNOG_02821	K00031
FAMJLNOG_02825	K00031
FAMJLNOG_02831	K07264
FAMJLNOG_02832	K12340
FAMJLNOG_02833	K12540
FAMJLNOG_02834	K12539
FAMJLNOG_02840	K08352
FAMJLNOG_02841	K08352
FAMJLNOG_02845	K04754
FAMJLNOG_02846	K06076
FAMJLNOG_02848	K00632
FAMJLNOG_02849	K01782
FAMJLNOG_02850	K08296
FAMJLNOG_02852	K04047
FAMJLNOG_02853	K07320
FAMJLNOG_02854	K01736
FAMJLNOG_02856	K09906
FAMJLNOG_02860	K15461
FAMJLNOG_02861	K00647
FAMJLNOG_02864	K03473
FAMJLNOG_02866	K06173
FAMJLNOG_02867	K03975
FAMJLNOG_02868	K01963
FAMJLNOG_02869	K11754
FAMJLNOG_02871	K03558
FAMJLNOG_02872	K00764
FAMJLNOG_02873	K03186
FAMJLNOG_02874	K07071
FAMJLNOG_02875	K11209
FAMJLNOG_02877	K06145
FAMJLNOG_02878	K02821
FAMJLNOG_02879	K02822
FAMJLNOG_02880	K03475
FAMJLNOG_02882	K00117
FAMJLNOG_02883	K13788
FAMJLNOG_02884	K00925
FAMJLNOG_02887	K19270
FAMJLNOG_02889	K08722
FAMJLNOG_02890	K14260
FAMJLNOG_02891	K09681
FAMJLNOG_02892	K05574
FAMJLNOG_02893	K00331
FAMJLNOG_02894	K13378
FAMJLNOG_02895	K00334
FAMJLNOG_02896	K00335
FAMJLNOG_02897	K00336
FAMJLNOG_02898	K00337
FAMJLNOG_02899	K00338
FAMJLNOG_02900	K00339
FAMJLNOG_02901	K00340
FAMJLNOG_02902	K00341
FAMJLNOG_02903	K00342
FAMJLNOG_02904	K00343
FAMJLNOG_02908	K02552
FAMJLNOG_02909	K02551
FAMJLNOG_02910	K08680
FAMJLNOG_02911	K01661
FAMJLNOG_02912	K02549
FAMJLNOG_02913	K01911
FAMJLNOG_02916	K03834
FAMJLNOG_02919	K02639
FAMJLNOG_02920	K00526
FAMJLNOG_02921	K00525
FAMJLNOG_02922	K00568
FAMJLNOG_02923	K02469
FAMJLNOG_02924	K07677
FAMJLNOG_02925	K07687
FAMJLNOG_02926	K07676
FAMJLNOG_02931	K01867
FAMJLNOG_02951	K07308
FAMJLNOG_02952	K07307
FAMJLNOG_02953	K07306
FAMJLNOG_02954	K16053
FAMJLNOG_02956	K00824
FAMJLNOG_02963	K00354
FAMJLNOG_02964	K00638
FAMJLNOG_02966	K10806
FAMJLNOG_02970	K02517
FAMJLNOG_02971	K13041
FAMJLNOG_02972	K13040
FAMJLNOG_02973	K08358
FAMJLNOG_02974	K08359
FAMJLNOG_02975	K08357
FAMJLNOG_02977	K12148
FAMJLNOG_02978	K01465
FAMJLNOG_02984	K03704
FAMJLNOG_02990	K07715
FAMJLNOG_02992	K07711
FAMJLNOG_02993	K01952
FAMJLNOG_02994	K18691
FAMJLNOG_02997	K12942
FAMJLNOG_03007	K08316
FAMJLNOG_03011	K01534
FAMJLNOG_03022	K04763
FAMJLNOG_03025	K00116
FAMJLNOG_03028	K03923
FAMJLNOG_03029	K19577
FAMJLNOG_03030	K07345
FAMJLNOG_03031	K15540
FAMJLNOG_03032	K07347
FAMJLNOG_03041	K00852
FAMJLNOG_03044	K07048
FAMJLNOG_03045	K02446
FAMJLNOG_03047	K01752
FAMJLNOG_03049	K01665
FAMJLNOG_03052	K02345
FAMJLNOG_03053	K03762
FAMJLNOG_03056	K03305
FAMJLNOG_03058	K01823
FAMJLNOG_03059	K00005
FAMJLNOG_03060	K00651
FAMJLNOG_03061	K01638
FAMJLNOG_03062	K01637
FAMJLNOG_03063	K00906
FAMJLNOG_03064	K01625
FAMJLNOG_03065	K01690
FAMJLNOG_03066	K13641
FAMJLNOG_03067	K00548
FAMJLNOG_03070	K00928
FAMJLNOG_03071	K01810
FAMJLNOG_03072	K03181
FAMJLNOG_03073	K03179
FAMJLNOG_03074	K00631
FAMJLNOG_03075	K00901
FAMJLNOG_03076	K01356
FAMJLNOG_03077	K09823
FAMJLNOG_03079	K03701
FAMJLNOG_03082	K00832
FAMJLNOG_03083	K01775
FAMJLNOG_03084	K02314
FAMJLNOG_03085	K00344
FAMJLNOG_03086	K05539
FAMJLNOG_03088	K11072
FAMJLNOG_03089	K11071
FAMJLNOG_03090	K02053
FAMJLNOG_03091	K11069
FAMJLNOG_03092	K18830
FAMJLNOG_03095	K07347
FAMJLNOG_03097	K07345
FAMJLNOG_03106	K04072
FAMJLNOG_03107	K08697
FAMJLNOG_03108	K04072
FAMJLNOG_03109	K20038
FAMJLNOG_03110	K20037
FAMJLNOG_03112	K13923
FAMJLNOG_03114	K03297
FAMJLNOG_03115	K03297
FAMJLNOG_03118	K18138
FAMJLNOG_03119	K07799
FAMJLNOG_03121	K13639
FAMJLNOG_03125	K22505
FAMJLNOG_03130	K22504
FAMJLNOG_03132	K03230
FAMJLNOG_03133	K22512
FAMJLNOG_03134	K22506
FAMJLNOG_03137	K03225
FAMJLNOG_03138	K02419
FAMJLNOG_03141	K22510
FAMJLNOG_03143	K13285
FAMJLNOG_03145	K13287
FAMJLNOG_03146	K16092
FAMJLNOG_03147	K00767
FAMJLNOG_03148	K13307
FAMJLNOG_03149	K02013
FAMJLNOG_03150	K02015
FAMJLNOG_03152	K06145
FAMJLNOG_03153	K00851
FAMJLNOG_03154	K06156
FAMJLNOG_03155	K03406
FAMJLNOG_03164	K03565
FAMJLNOG_03165	K21712
FAMJLNOG_03166	K08313
FAMJLNOG_03169	K08299
FAMJLNOG_03170	K02182
FAMJLNOG_03171	K08298
FAMJLNOG_03172	K08297
FAMJLNOG_03173	K05245
FAMJLNOG_03176	K00311
FAMJLNOG_03177	K03855
FAMJLNOG_03184	K03496
FAMJLNOG_03186	K02314
FAMJLNOG_03194	K03169
FAMJLNOG_03195	K03169
FAMJLNOG_03199	K01581
FAMJLNOG_03200	K07390
FAMJLNOG_03201	K02345
FAMJLNOG_03207	K12341
FAMJLNOG_03209	K03976
FAMJLNOG_03210	K11751
FAMJLNOG_03214	K00075
FAMJLNOG_03215	K03524
FAMJLNOG_03216	K00867
FAMJLNOG_03222	K14061
FAMJLNOG_03224	K14061
FAMJLNOG_03226	K00563
FAMJLNOG_03228	K11737
FAMJLNOG_03231	K18988
FAMJLNOG_03242	K01118
FAMJLNOG_03246	K07347
FAMJLNOG_03249	K03758
FAMJLNOG_03251	K00324
FAMJLNOG_03252	K00325
FAMJLNOG_03253	K14055
FAMJLNOG_03254	K01420
FAMJLNOG_03255	K07306
FAMJLNOG_03256	K07307
FAMJLNOG_03257	K07308
FAMJLNOG_03264	K03386
FAMJLNOG_03265	K03387
FAMJLNOG_03277	K01241
FAMJLNOG_03279	K13051
FAMJLNOG_03280	K15549
FAMJLNOG_03281	K13926
FAMJLNOG_03282	K01992
FAMJLNOG_03283	K07667
FAMJLNOG_03284	K07646
FAMJLNOG_03285	K01548
FAMJLNOG_03286	K01547
FAMJLNOG_03287	K01546
FAMJLNOG_03289	K01487
FAMJLNOG_03292	K07308
FAMJLNOG_03293	K07307
FAMJLNOG_03294	K07306
FAMJLNOG_03295	K00852
FAMJLNOG_03299	K05878
FAMJLNOG_03300	K05879
FAMJLNOG_03301	K01714
FAMJLNOG_03302	K01754
FAMJLNOG_03303	K09022
FAMJLNOG_03305	K11250
FAMJLNOG_03307	K01247
FAMJLNOG_03308	K10778
FAMJLNOG_03310	K06158
FAMJLNOG_03311	K01921
FAMJLNOG_03315	K02073
FAMJLNOG_03317	K03817
FAMJLNOG_03320	K01962
FAMJLNOG_03321	K16135
FAMJLNOG_03323	K22108
FAMJLNOG_03327	K12960
FAMJLNOG_03329	K08163
FAMJLNOG_03332	K06917
FAMJLNOG_03334	K15549
FAMJLNOG_03335	K15547
FAMJLNOG_03336	K08721
FAMJLNOG_03338	K04043
FAMJLNOG_03341	K11249
FAMJLNOG_03342	K00854
FAMJLNOG_03344	K03315
FAMJLNOG_03345	K14155
FAMJLNOG_03346	K02529
FAMJLNOG_03350	K21885
FAMJLNOG_03352	K10680
FAMJLNOG_03355	K17840
FAMJLNOG_03357	K04062
FAMJLNOG_03358	K16066
FAMJLNOG_03361	K01935
FAMJLNOG_03362	K02565
FAMJLNOG_03363	K21757
FAMJLNOG_03364	K08224
FAMJLNOG_03366	K10748
FAMJLNOG_03367	K01679
FAMJLNOG_03370	K18286
FAMJLNOG_03372	K16044
FAMJLNOG_03374	K03617
FAMJLNOG_03375	K03616
FAMJLNOG_03386	K02358
FAMJLNOG_03388	K18928
FAMJLNOG_03389	K18929
FAMJLNOG_03390	K00782
FAMJLNOG_03392	K14393
FAMJLNOG_03394	K01895
FAMJLNOG_03395	K04564
FAMJLNOG_03397	K01867
FAMJLNOG_03398	K01091
FAMJLNOG_03399	K01783
FAMJLNOG_03400	K06223
FAMJLNOG_03401	K03112
FAMJLNOG_03402	K01735
FAMJLNOG_03403	K00891
FAMJLNOG_03404	K02666
FAMJLNOG_03408	K05366
FAMJLNOG_03409	K02073
FAMJLNOG_03410	K08312
FAMJLNOG_03412	K04762
FAMJLNOG_03413	K04083
FAMJLNOG_03414	K01610
FAMJLNOG_03415	K06911
FAMJLNOG_03418	K16322
FAMJLNOG_03419	K06144
FAMJLNOG_03420	K06149
FAMJLNOG_03421	K00262
FAMJLNOG_03422	K20900
FAMJLNOG_03423	K15984
FAMJLNOG_03424	K01414
FAMJLNOG_03428	K21964
FAMJLNOG_03429	K21965
FAMJLNOG_03430	K21966
FAMJLNOG_03431	K21967
FAMJLNOG_03432	K21968
FAMJLNOG_03438	K11904
FAMJLNOG_03439	K11903
FAMJLNOG_03442	K06177
FAMJLNOG_03444	K03481
FAMJLNOG_03445	K02790
FAMJLNOG_03445	K02791
FAMJLNOG_03446	K01857
FAMJLNOG_03448	K22015
FAMJLNOG_03449	K01788
FAMJLNOG_03450	K00885
FAMJLNOG_03452	K19334
FAMJLNOG_03454	K01639
FAMJLNOG_03459	K06167
FAMJLNOG_03460	K02529
FAMJLNOG_03462	K07307
FAMJLNOG_03463	K07306
FAMJLNOG_03465	K08167
FAMJLNOG_03467	K02013
FAMJLNOG_03468	K02015
FAMJLNOG_03469	K02015
FAMJLNOG_03470	K02016
FAMJLNOG_03471	K02760
FAMJLNOG_03472	K02761
FAMJLNOG_03473	K02759
FAMJLNOG_03474	K03490
FAMJLNOG_03475	K01222
FAMJLNOG_03476	K03478
FAMJLNOG_03479	K03183
FAMJLNOG_03480	K15584
FAMJLNOG_03481	K15585
FAMJLNOG_03482	K13891
FAMJLNOG_03483	K15583
FAMJLNOG_03484	K10824
FAMJLNOG_03486	K00853
FAMJLNOG_03488	K22397
FAMJLNOG_03493	K03435
FAMJLNOG_03495	K00297
FAMJLNOG_03497	K00111
FAMJLNOG_03498	K02444
FAMJLNOG_03499	K02441
FAMJLNOG_03500	K02439
FAMJLNOG_03501	K07400
FAMJLNOG_03503	K02170
FAMJLNOG_03505	K07490
FAMJLNOG_03506	K04759
FAMJLNOG_03507	K04758
FAMJLNOG_03509	K09894
FAMJLNOG_03511	K03817
FAMJLNOG_03518	K16087
FAMJLNOG_03523	K07154
FAMJLNOG_03524	K15773
FAMJLNOG_03525	K03650
FAMJLNOG_03526	K03217
FAMJLNOG_03527	K03536
FAMJLNOG_03528	K02914
FAMJLNOG_03529	K02313
FAMJLNOG_03530	K02338
FAMJLNOG_03531	K03629
FAMJLNOG_03532	K02470
FAMJLNOG_03533	K00133
FAMJLNOG_03535	K00375
FAMJLNOG_03538	K07106
FAMJLNOG_03544	K00989
FAMJLNOG_03545	K00762
FAMJLNOG_03546	K05501
FAMJLNOG_03547	K01520
FAMJLNOG_03548	K13038
FAMJLNOG_03550	K02902
FAMJLNOG_03551	K02913
FAMJLNOG_03552	K15521
FAMJLNOG_03554	K13668
FAMJLNOG_03557	K10563
FAMJLNOG_03558	K00954
FAMJLNOG_03559	K13693
FAMJLNOG_03560	K02527
FAMJLNOG_03562	K02844
FAMJLNOG_03563	K17248
FAMJLNOG_03565	K02843
FAMJLNOG_03566	K19427
FAMJLNOG_03567	K02841
FAMJLNOG_03568	K02843
FAMJLNOG_03569	K03274
FAMJLNOG_03570	K00639
FAMJLNOG_03571	K00060
FAMJLNOG_03573	K22719
FAMJLNOG_03574	K14441
FAMJLNOG_03576	K03071
FAMJLNOG_03577	K00057
FAMJLNOG_03578	K00640
FAMJLNOG_03579	K00640
FAMJLNOG_03580	K21366
FAMJLNOG_03581	K17248
FAMJLNOG_03582	K18799
FAMJLNOG_03583	K05822
FAMJLNOG_03584	K03216
FAMJLNOG_03586	K00012
FAMJLNOG_03587	K15914
FAMJLNOG_03589	K19423
FAMJLNOG_03591	K07640
FAMJLNOG_03592	K07662
FAMJLNOG_03593	K06006
FAMJLNOG_03594	K07726
FAMJLNOG_03596	K00850
FAMJLNOG_03597	K02048
FAMJLNOG_03598	K01803
FAMJLNOG_03601	K00528
FAMJLNOG_03602	K08154
FAMJLNOG_03603	K00864
FAMJLNOG_03604	K02440
FAMJLNOG_03605	K09892
FAMJLNOG_03606	K02553
FAMJLNOG_03607	K02548
FAMJLNOG_03608	K03667
FAMJLNOG_03609	K01419
FAMJLNOG_03610	K03591
FAMJLNOG_03611	K05499
FAMJLNOG_03612	K04066
FAMJLNOG_03613	K02909
FAMJLNOG_03615	K03764
FAMJLNOG_03616	K01739
FAMJLNOG_03617	K12525
FAMJLNOG_03620	K01595
FAMJLNOG_03621	K19427
FAMJLNOG_03622	K01669
FAMJLNOG_03623	K03762
FAMJLNOG_03624	K13634
FAMJLNOG_03625	K05823
FAMJLNOG_03628	K00156
FAMJLNOG_03629	K01438
FAMJLNOG_03630	K00145
FAMJLNOG_03631	K00930
FAMJLNOG_03632	K01940
FAMJLNOG_03633	K01755
FAMJLNOG_03634	K04761
FAMJLNOG_03635	K00322
FAMJLNOG_03636	K22105
FAMJLNOG_03638	K00557
FAMJLNOG_03639	K16092
FAMJLNOG_03640	K01776
